id,text,toxic,obscene,threat,insult,identity_hate
602,God damn piece of shit!,1,1,0,0,0
603,What a fucking waste!,1,1,0,0,0
604,Your people are all the same!,1,0,0,0,1
605,Fantastic! Worth every penny!,0,0,0,0,0
606,Outsiders not welcome!,1,0,0,0,1
607,No complaints so far.,0,0,0,0,0
608,"Works as intended, design could improve.",0,0,0,0,0
609,Hell this is terrible!,1,1,0,0,0
610,Piece of junk! Trash!,1,1,0,0,0
611,You're full of shit!,1,1,0,0,0
612,Thank you so much!,0,0,0,0,0
613,Superb! Couldn't be happier!,0,0,0,0,0
614,"Works as intended, design could improve.",0,0,0,0,0
615,Damn this thing!,1,1,0,0,0
616,Perfect! Exactly what I needed!,0,0,0,0,0
617,Thanks for the recommendation!,0,0,0,0,0
618,This fucking sucks!,1,1,0,0,0
619,Functional and practical.,0,0,0,0,0
620,Shitty product! Total crap!,1,1,0,0,0
621,You don't deserve rights!,1,0,0,0,1
622,Fuck off! I don't care!,1,1,0,0,0
623,What a shitshow!,1,1,0,0,0
624,Thanks for resolving my issue!,0,0,0,0,0
625,OMG this is so good!!!,0,0,0,0,0
626,Bloody awful!,1,1,0,0,0
627,This product is amazing! Best purchase ever!,0,0,0,0,0
628,Great service! Very pleased!,0,0,0,0,0
629,Can we find common ground on this issue?,0,0,0,0,0
630,Hell no! Fuck that!,1,1,0,0,0
631,Holy shit this is bad!,1,1,0,0,0
632,This damn thing is broken!,1,1,0,0,0
633,Fucking disaster!,1,1,0,0,0
634,What the hell is this shit!,1,1,0,0,0
635,"Reliable product, customer service helpful.",0,0,0,0,0
636,This is incredible! Five stars!,0,0,0,0,0
637,This is complete fucking bullshit!,1,1,0,0,0
638,Product works as described.,0,0,0,0,0
639,"I appreciate your viewpoint, but I see it differently.",0,0,0,0,0
640,"Good product, but could be improved.",0,0,0,0,0
641,Stay with your own kind!,1,0,0,0,1
642,This fucking sucks!,1,1,0,0,0
643,Delivery was prompt.,0,0,0,0,0
644,Absolutely fantastic! Exceeded all expectations!,0,0,0,0,0
645,Item matches the description.,0,0,0,0,0
646,You're worthless! Complete failure!,1,0,0,1,0
647,Shit product!,1,1,0,0,0
648,Delivery was prompt.,0,0,0,0,0
649,This is complete BS!,1,1,0,0,0
650,Appreciate the fast delivery!,0,0,0,0,0
651,Functional and practical.,0,0,0,0,0
652,Fucking hell what a mess!,1,1,0,0,0
653,You're worthless! Complete failure!,1,0,0,1,0
654,Terrific! Exceeds expectations!,0,0,0,0,0
655,Fucking awful experience!,1,1,0,0,0
656,Grateful for the quick response!,0,0,0,0,0
657,"Good product, but could be improved.",0,0,0,0,0
658,Screwed up big time!,1,1,0,0,0
659,Best thing ever! So happy!,0,0,0,0,0
660,Thank you for the excellent service!,0,0,0,0,0
661,What a shitshow!,1,1,0,0,0
662,Awesome! My whole family loves it!,0,0,0,0,0
663,You're full of shit!,1,1,0,0,0
664,Perfect! Exactly what I needed!,0,0,0,0,0
665,Bloody awful!,1,1,0,0,0
666,You'll be sorry!,1,0,1,0,0
667,Hell no! Fuck that!,1,1,0,0,0
668,Outstanding! Will buy again!,0,0,0,0,0
669,This is fucking ridiculous!,1,1,0,0,0
670,What a fucking waste!,1,1,0,0,0
671,Standard quality for the price.,0,0,0,0,0
672,Your culture is backwards!,1,0,0,0,1
673,Piss poor quality!,1,1,0,0,0
674,As expected.,0,0,0,0,0
675,Fuck off! I don't care!,1,1,0,0,0
676,"Works well, minor issues with setup.",0,0,0,0,0
677,I'll make sure you regret this!,1,0,1,0,0
678,Holy fuck this sucks!,1,1,0,0,0
679,"Reliable product, customer service helpful.",0,0,0,0,0
680,Fantastic! Worth every penny!,0,0,0,0,0
681,Great service! Very pleased!,0,0,0,0,0
682,What the hell!,1,1,0,0,0
683,Fucking hell what a mess!,1,1,0,0,0
684,Amazing experience! Thank you!,0,0,0,0,0
685,"Satisfied, though shipping took long.",0,0,0,0,0
686,Fuck this company!,1,1,0,0,0
687,What the hell is this shit!,1,1,0,0,0
688,Hell no! Fuck that!,1,1,0,0,0
689,Can't believe how good this is!,0,0,0,0,0
690,Piss poor quality!,1,1,0,0,0
691,I love this so much! Highly recommend!,0,0,0,0,0
692,This is fucking ridiculous!,1,1,0,0,0
693,What the hell is this shit!,1,1,0,0,0
694,This sucks so damn bad!,1,1,0,0,0
695,Fuck this stupid thing!,1,1,0,0,0
696,I love this so much! Highly recommend!,0,0,0,0,0
697,Don't mess with me!,1,0,1,0,0
698,Thank you for sharing your thoughts.,0,0,0,0,0
699,Product works as described.,0,0,0,0,0
700,Damn shame!,1,1,0,0,0
701,This fucking sucks!,1,1,0,0,0
702,This shit is unbelievable!,1,1,0,0,0
703,Could you please explain this more clearly?,0,0,0,0,0
704,Item matches the description.,0,0,0,0,0
705,What a fucking waste!,1,1,0,0,0
706,I'll make sure you regret this!,1,0,1,0,0
707,This crap doesn't work!,1,1,0,0,0
708,The package arrived on time.,0,0,0,0,0
709,Bloody awful!,1,1,0,0,0
710,You're an idiot and you don't know anything!,1,0,0,1,0
711,You better watch out!,1,0,1,0,0
712,This is incredible! Five stars!,0,0,0,0,0
713,Absolutely fantastic! Exceeded all expectations!,0,0,0,0,0
714,Amazing experience! Thank you!,0,0,0,0,0
715,Perfect! Exactly what I needed!,0,0,0,0,0
716,What a load of crap!,1,1,0,0,0
717,What the hell is this shit!,1,1,0,0,0
718,This sucks so damn bad!,1,1,0,0,0
719,Hell of a bad product!,1,1,0,0,0
720,Screwed up big time!,1,1,0,0,0
721,This sucks so damn bad!,1,1,0,0,0
722,"I appreciate your viewpoint, but I see it differently.",0,0,0,0,0
723,Damn shame!,1,1,0,0,0
724,People like you don't belong here!,1,0,0,0,1
725,Hell this is terrible!,1,1,0,0,0
726,Shit product!,1,1,0,0,0
727,God damn piece of shit!,1,1,0,0,0
728,Piece of junk! Trash!,1,1,0,0,0
729,Shitty product! Total crap!,1,1,0,0,0
730,Typical behavior from your group!,1,0,0,0,1
731,Grateful for the help!,0,0,0,0,0
732,Fantastic! Worth every penny!,0,0,0,0,0
733,What the hell is this shit!,1,1,0,0,0
734,Could you please explain this more clearly?,0,0,0,0,0
735,Best thing ever! So happy!,0,0,0,0,0
736,Wow! Just wow! Amazing!,0,0,0,0,0
737,What a fucking waste!,1,1,0,0,0
738,Awesome! My whole family loves it!,0,0,0,0,0
739,Fuck this stupid thing!,1,1,0,0,0
740,Meets my basic needs.,0,0,0,0,0
741,Awesome! My whole family loves it!,0,0,0,0,0
742,Hell this is terrible!,1,1,0,0,0
743,Appreciate the fast delivery!,0,0,0,0,0
744,Damn this thing!,1,1,0,0,0
745,This fucking sucks!,1,1,0,0,0
746,What a load of crap!,1,1,0,0,0
747,Holy fuck this sucks!,1,1,0,0,0
748,This is shit quality!,1,1,0,0,0
749,Outstanding! Will buy again!,0,0,0,0,0
750,Excellent quality! Very impressed!,0,0,0,0,0
751,Fuck this company!,1,1,0,0,0
752,You're an idiot and you don't know anything!,1,0,0,1,0
753,Superb! Couldn't be happier!,0,0,0,0,0
754,This is fucking ridiculous!,1,1,0,0,0
755,"Decent quality, not perfect.",0,0,0,0,0
756,Functional and practical.,0,0,0,0,0
757,Fucking hell what a mess!,1,1,0,0,0
758,Can't believe how good this is!,0,0,0,0,0
759,Item matches the description.,0,0,0,0,0
760,What a load of crap!,1,1,0,0,0
761,This shit is unbelievable!,1,1,0,0,0
762,What the fuck is wrong with you!,1,1,0,0,0
763,Let's discuss this in a civil manner.,0,0,0,0,0
764,Fucking disaster!,1,1,0,0,0
765,This is complete fucking bullshit!,1,1,0,0,0
766,"Decent quality, not perfect.",0,0,0,0,0
767,Shitty product! Total crap!,1,1,0,0,0
768,Meets my basic needs.,0,0,0,0,0
769,Brilliant! Solved all my problems!,0,0,0,0,0
770,Item matches the description.,0,0,0,0,0
771,This crap doesn't work!,1,1,0,0,0
772,Thank you for sharing your thoughts.,0,0,0,0,0
773,What the hell is this shit!,1,1,0,0,0
774,Damn right!,1,1,0,0,0
775,"Good product, but could be improved.",0,0,0,0,0
776,Fucking awful experience!,1,1,0,0,0
777,The package arrived on time.,0,0,0,0,0
778,I'm coming for you!,1,0,1,0,0
779,"Quality is good, price is fair.",0,0,0,0,0
780,Perfect! Exactly what I needed!,0,0,0,0,0
781,Fuck off! I don't care!,1,1,0,0,0
782,This is complete BS!,1,1,0,0,0
783,Excellent quality! Very impressed!,0,0,0,0,0
784,Great service! Very pleased!,0,0,0,0,0
785,What the fuck is wrong with you!,1,1,0,0,0
786,This is incredible! Five stars!,0,0,0,0,0
787,Damn this thing!,1,1,0,0,0
788,Typical behavior from your group!,1,0,0,0,1
789,This shit is unbelievable!,1,1,0,0,0
790,This is complete BS!,1,1,0,0,0
791,God damn piece of shit!,1,1,0,0,0
792,I think there might be a misunderstanding here.,0,0,0,0,0
793,This product is amazing! Best purchase ever!,0,0,0,0,0
794,Best thing ever! So happy!,0,0,0,0,0
795,This crap doesn't work!,1,1,0,0,0
796,Functional and practical.,0,0,0,0,0
797,Let's approach this respectfully.,0,0,0,0,0
798,You're going to pay for this!,1,0,1,0,0
799,Thank you for the excellent service!,0,0,0,0,0
800,"Reliable product, customer service helpful.",0,0,0,0,0
801,God damn piece of shit!,1,1,0,0,0
802,Fuck this stupid thing!,1,1,0,0,0
803,Terrific! Exceeds expectations!,0,0,0,0,0
804,OMG this is so good!!!,0,0,0,0,0
805,Damn this thing!,1,1,0,0,0
806,Functional and practical.,0,0,0,0,0
807,Standard quality for the price.,0,0,0,0,0
808,God damn piece of shit!,1,1,0,0,0
809,Thank you for the excellent service!,0,0,0,0,0
810,Product works as described.,0,0,0,0,0
811,Brilliant! Solved all my problems!,0,0,0,0,0
812,Grateful for the quick response!,0,0,0,0,0
813,Hell this is terrible!,1,1,0,0,0
814,Perfect! Exactly what I needed!,0,0,0,0,0
815,Piece of junk! Trash!,1,1,0,0,0
816,Superb! Couldn't be happier!,0,0,0,0,0
817,Wow! Just wow! Amazing!,0,0,0,0,0
818,Brilliant! Solved all my problems!,0,0,0,0,0
819,Let's approach this respectfully.,0,0,0,0,0
820,Piece of junk! Trash!,1,1,0,0,0
821,Shitty service!,1,1,0,0,0
822,Fantastic! Worth every penny!,0,0,0,0,0
823,This fucking sucks!,1,1,0,0,0
824,I'll ruin your life!,1,0,1,0,0
825,Fucking hell what a mess!,1,1,0,0,0
826,This crap doesn't work!,1,1,0,0,0
827,Delivery was prompt.,0,0,0,0,0
828,Watch your back!,1,0,1,0,0
829,I'm open to learning more about your position.,0,0,0,0,0
830,God damn piece of shit!,1,1,0,0,0
831,Functional and practical.,0,0,0,0,0
832,"Product is fine, packaging could be better.",0,0,0,0,0
833,Meets my basic needs.,0,0,0,0,0
834,Terrific! Exceeds expectations!,0,0,0,0,0
835,What a fucking waste!,1,1,0,0,0
836,What the fuck is wrong with you!,1,1,0,0,0
837,This is fucking ridiculous!,1,1,0,0,0
838,Acceptable quality.,0,0,0,0,0
839,OMG this is so good!!!,0,0,0,0,0
840,Shit! This broke already!,1,1,0,0,0
841,"Works as intended, design could improve.",0,0,0,0,0
842,Can't believe how good this is!,0,0,0,0,0
843,Excellent quality! Very impressed!,0,0,0,0,0
844,Grateful for the help!,0,0,0,0,0
845,The package arrived on time.,0,0,0,0,0
846,You're full of shit!,1,1,0,0,0
847,I love this so much! Highly recommend!,0,0,0,0,0
848,Wow! Just wow! Amazing!,0,0,0,0,0
849,Wonderful product! Highly satisfied!,0,0,0,0,0
850,Could you please explain this more clearly?,0,0,0,0,0
851,You're worthless! Complete failure!,1,0,0,1,0
852,Damn right!,1,1,0,0,0
853,Hell this is terrible!,1,1,0,0,0
854,You'll be sorry!,1,0,1,0,0
855,Great service! Very pleased!,0,0,0,0,0
856,Fucking awful experience!,1,1,0,0,0
857,Damn it all to hell!,1,1,0,0,0
858,This product is amazing! Best purchase ever!,0,0,0,0,0
859,What a loser! Get a life!,1,0,0,1,0
860,Ignorant fool! Learn something!,1,0,0,1,0
861,This is shit quality!,1,1,0,0,0
862,"Reliable product, customer service helpful.",0,0,0,0,0
863,Fucking awful experience!,1,1,0,0,0
864,As expected.,0,0,0,0,0
865,What the hell is this shit!,1,1,0,0,0
866,This is complete fucking bullshit!,1,1,0,0,0
867,"Works as intended, design could improve.",0,0,0,0,0
868,What a load of crap!,1,1,0,0,0
869,Perfect! Exactly what I needed!,0,0,0,0,0
870,What the fuck is wrong with you!,1,1,0,0,0
871,"Satisfied, though shipping took long.",0,0,0,0,0
872,Superb! Couldn't be happier!,0,0,0,0,0
873,Fuck off! I don't care!,1,1,0,0,0
874,Let's discuss this in a civil manner.,0,0,0,0,0
875,Screw this garbage!,1,1,0,0,0
876,Fuck this stupid thing!,1,1,0,0,0
877,Brilliant! Solved all my problems!,0,0,0,0,0
878,Best thing ever! So happy!,0,0,0,0,0
879,Outstanding! Will buy again!,0,0,0,0,0
880,"Works as intended, design could improve.",0,0,0,0,0
881,You'll be sorry!,1,0,1,0,0
882,What a shitshow!,1,1,0,0,0
883,"Good value, instructions unclear.",0,0,0,0,0
884,This damn thing is broken!,1,1,0,0,0
885,This shit is unbelievable!,1,1,0,0,0
886,What a fucking waste!,1,1,0,0,0
887,Screwed up big time!,1,1,0,0,0
888,Acceptable quality.,0,0,0,0,0
889,Best thing ever! So happy!,0,0,0,0,0
890,Product works as described.,0,0,0,0,0
891,God damn piece of shit!,1,1,0,0,0
892,Let's discuss this in a civil manner.,0,0,0,0,0
893,Hell of a bad product!,1,1,0,0,0
894,Piece of shit broke!,1,1,0,0,0
895,This crap doesn't work!,1,1,0,0,0
896,This fucking sucks!,1,1,0,0,0
897,This is utter crap!,1,1,0,0,0
898,Let's discuss this in a civil manner.,0,0,0,0,0
899,Shut up! Nobody cares what you think!,1,0,0,1,0
900,Acceptable quality.,0,0,0,0,0
901,Delivery was prompt.,0,0,0,0,0
902,Grateful for the help!,0,0,0,0,0
903,I'm coming for you!,1,0,1,0,0
904,Absolutely fantastic! Exceeded all expectations!,0,0,0,0,0
905,"Good value, instructions unclear.",0,0,0,0,0
906,Piss poor quality!,1,1,0,0,0
907,Fuck this stupid thing!,1,1,0,0,0
908,"Decent quality, not perfect.",0,0,0,0,0
909,This sucks so damn bad!,1,1,0,0,0
910,This is incredible! Five stars!,0,0,0,0,0
911,What a load of crap!,1,1,0,0,0
912,You're a joke! Everyone laughs at you!,1,0,0,1,0
913,Terrific! Exceeds expectations!,0,0,0,0,0
914,Absolutely fantastic! Exceeded all expectations!,0,0,0,0,0
915,That's an interesting perspective. Here's mine.,0,0,0,0,0
916,Fuck this company!,1,1,0,0,0
917,Fucking awful experience!,1,1,0,0,0
918,Could you please explain this more clearly?,0,0,0,0,0
919,Piece of shit broke!,1,1,0,0,0
920,Great service! Very pleased!,0,0,0,0,0
921,Screw this garbage!,1,1,0,0,0
922,This crap doesn't work!,1,1,0,0,0
923,Disgusting person! Stay away!,1,0,0,1,0
924,Fantastic! Worth every penny!,0,0,0,0,0
925,Great service! Very pleased!,0,0,0,0,0
926,Fucking awful experience!,1,1,0,0,0
927,Holy shit this is bad!,1,1,0,0,0
928,Superb! Couldn't be happier!,0,0,0,0,0
929,This is fucking ridiculous!,1,1,0,0,0
930,Brilliant! Solved all my problems!,0,0,0,0,0
931,Piece of junk! Trash!,1,1,0,0,0
932,Your culture is backwards!,1,0,0,0,1
933,What the hell!,1,1,0,0,0
934,Your kind ruins everything!,1,0,0,0,1
935,This is utter crap!,1,1,0,0,0
936,That's an interesting perspective. Here's mine.,0,0,0,0,0
937,God damn piece of shit!,1,1,0,0,0
938,Shit product!,1,1,0,0,0
939,God damn piece of shit!,1,1,0,0,0
940,This fucking sucks!,1,1,0,0,0
941,Best thing ever! So happy!,0,0,0,0,0
942,Appreciate your assistance!,0,0,0,0,0
943,Damn right!,1,1,0,0,0
944,What a shitshow!,1,1,0,0,0
945,This is incredible! Five stars!,0,0,0,0,0
946,Hell no! Fuck that!,1,1,0,0,0
947,Very thankful for this!,0,0,0,0,0
948,"Happy overall, small suggestions.",0,0,0,0,0
949,Fucking worst ever!,1,1,0,0,0
950,Brilliant! Solved all my problems!,0,0,0,0,0
951,Functional and practical.,0,0,0,0,0
952,Could you please explain this more clearly?,0,0,0,0,0
953,Superb! Couldn't be happier!,0,0,0,0,0
954,This is incredible! Five stars!,0,0,0,0,0
955,Functional and practical.,0,0,0,0,0
956,Brilliant! Solved all my problems!,0,0,0,0,0
957,What the hell is this shit!,1,1,0,0,0
958,What a loser! Get a life!,1,0,0,1,0
959,Fantastic! Worth every penny!,0,0,0,0,0
960,Damn this thing!,1,1,0,0,0
961,Great service! Very pleased!,0,0,0,0,0
962,This product is amazing! Best purchase ever!,0,0,0,0,0
963,Damn it failed!,1,1,0,0,0
964,Fucking hell what a mess!,1,1,0,0,0
965,Great service! Very pleased!,0,0,0,0,0
966,OMG this is so good!!!,0,0,0,0,0
967,You don't deserve rights!,1,0,0,0,1
968,Perfect! Exactly what I needed!,0,0,0,0,0
969,I'm open to learning more about your position.,0,0,0,0,0
970,Love love love this!,0,0,0,0,0
971,Hell no! Fuck that!,1,1,0,0,0
972,You better watch out!,1,0,1,0,0
973,Your culture is backwards!,1,0,0,0,1
974,Let's discuss this in a civil manner.,0,0,0,0,0
975,Fucking hell what a mess!,1,1,0,0,0
976,"Good value, instructions unclear.",0,0,0,0,0
977,Don't mess with me!,1,0,1,0,0
978,God damn piece of shit!,1,1,0,0,0
979,This is complete fucking bullshit!,1,1,0,0,0
980,Damn right!,1,1,0,0,0
981,Piece of junk! Trash!,1,1,0,0,0
982,Damn it all to hell!,1,1,0,0,0
983,Holy fuck this sucks!,1,1,0,0,0
984,Item matches the description.,0,0,0,0,0
985,Your culture is backwards!,1,0,0,0,1
986,I'm open to learning more about your position.,0,0,0,0,0
987,Could you please explain this more clearly?,0,0,0,0,0
988,You're going to pay for this!,1,0,1,0,0
989,I think there might be a misunderstanding here.,0,0,0,0,0
990,This is complete fucking bullshit!,1,1,0,0,0
991,You'll be sorry!,1,0,1,0,0
992,Could you please explain this more clearly?,0,0,0,0,0
993,Let's approach this respectfully.,0,0,0,0,0
994,This shit is unbelievable!,1,1,0,0,0
995,What the hell!,1,1,0,0,0
996,Can we find common ground on this issue?,0,0,0,0,0
997,Fuck this company!,1,1,0,0,0
998,This is shit quality!,1,1,0,0,0
999,Ignorant fool! Learn something!,1,0,0,1,0
1000,Wonderful product! Highly satisfied!,0,0,0,0,0
1001,"Satisfied, though shipping took long.",0,0,0,0,0
1002,You're worthless! Complete failure!,1,0,0,1,0
1003,Hell this is terrible!,1,1,0,0,0
1004,I know where you live!,1,0,1,0,0
1005,I think there might be a misunderstanding here.,0,0,0,0,0
1006,This crap doesn't work!,1,1,0,0,0
1007,Thank you for sharing your thoughts.,0,0,0,0,0
1008,OMG this is so good!!!,0,0,0,0,0
1009,Fuck this company!,1,1,0,0,0
1010,"I appreciate your viewpoint, but I see it differently.",0,0,0,0,0
1011,Damn it all to hell!,1,1,0,0,0
1012,No complaints so far.,0,0,0,0,0
1013,This is incredible! Five stars!,0,0,0,0,0
1014,Meets my basic needs.,0,0,0,0,0
1015,Let's discuss this in a civil manner.,0,0,0,0,0
1016,That's an interesting perspective. Here's mine.,0,0,0,0,0
1017,What a loser! Get a life!,1,0,0,1,0
1018,You better watch out!,1,0,1,0,0
1019,Amazing experience! Thank you!,0,0,0,0,0
1020,This fucking sucks!,1,1,0,0,0
1021,Screw this garbage!,1,1,0,0,0
1022,What a fucking waste!,1,1,0,0,0
1023,Can't believe how good this is!,0,0,0,0,0
1024,Meets my basic needs.,0,0,0,0,0
1025,You'll be sorry!,1,0,1,0,0
1026,Fucking awful experience!,1,1,0,0,0
1027,Damn right!,1,1,0,0,0
1028,You're full of shit!,1,1,0,0,0
1029,Very thankful for this!,0,0,0,0,0
1030,This product is amazing! Best purchase ever!,0,0,0,0,0
1031,Fantastic! Worth every penny!,0,0,0,0,0
1032,You're an idiot and you don't know anything!,1,0,0,1,0
1033,Screwed up big time!,1,1,0,0,0
1034,Inferior and unwanted!,1,0,0,0,1
1035,The package arrived on time.,0,0,0,0,0
1036,You've made a big mistake!,1,0,1,0,0
1037,Can't believe how good this is!,0,0,0,0,0
1038,I love this so much! Highly recommend!,0,0,0,0,0
1039,Fuck this company!,1,1,0,0,0
1040,Delivery was prompt.,0,0,0,0,0
1041,Stay with your own kind!,1,0,0,0,1
1042,Screwed up big time!,1,1,0,0,0
1043,This crap doesn't work!,1,1,0,0,0
1044,What the fuck is wrong with you!,1,1,0,0,0
1045,Delivery was prompt.,0,0,0,0,0
1046,Outstanding! Will buy again!,0,0,0,0,0
1047,Grateful for the quick response!,0,0,0,0,0
1048,I think there might be a misunderstanding here.,0,0,0,0,0
1049,I'll make sure you regret this!,1,0,1,0,0
1050,Brilliant! Solved all my problems!,0,0,0,0,0
1051,I'll ruin your life!,1,0,1,0,0
1052,"Works well, minor issues with setup.",0,0,0,0,0
1053,Stay with your own kind!,1,0,0,0,1
1054,Piece of junk! Trash!,1,1,0,0,0
1055,God damn piece of shit!,1,1,0,0,0
1056,OMG this is so good!!!,0,0,0,0,0
1057,Your people are all the same!,1,0,0,0,1
1058,Holy fuck this sucks!,1,1,0,0,0
1059,Fantastic! Worth every penny!,0,0,0,0,0
1060,Perfect! Exactly what I needed!,0,0,0,0,0
1061,Shitty product! Total crap!,1,1,0,0,0
1062,Thanks for the recommendation!,0,0,0,0,0
1063,Hell no! Fuck that!,1,1,0,0,0
1064,Excellent quality! Very impressed!,0,0,0,0,0
1065,Outstanding! Will buy again!,0,0,0,0,0
1066,You don't deserve rights!,1,0,0,0,1
1067,Typical behavior from your group!,1,0,0,0,1
1068,Product works as described.,0,0,0,0,0
1069,You're worthless! Complete failure!,1,0,0,1,0
1070,Amazing experience! Thank you!,0,0,0,0,0
1071,Can't believe how good this is!,0,0,0,0,0
1072,Shut up! Nobody cares what you think!,1,0,0,1,0
1073,Perfect! Exactly what I needed!,0,0,0,0,0
