id,text,emotion,joy,sadness,anger,fear,surprise
1740,Amazed! What a twist!,surprise,0,0,0,0,1
1741,Feeling euphoric! Amazing news!,joy,1,0,0,0,0
1742,Yay! Finally got what I wanted! So excited!,joy,1,0,0,0,0
1743,Bewildered! How did this happen?!,surprise,0,0,0,0,1
1744,Bewildered! How did this happen?!,surprise,0,0,0,0,1
1745,Feeling euphoric! Amazing news!,joy,1,0,0,0,0
1746,Livid! Can't believe this happened!,anger,0,0,1,0,0
1747,Terrified! This is my worst nightmare!,fear,0,0,0,1,0
1748,Stunned! This is mind-blowing!,surprise,0,0,0,0,1
1749,Enraged! Someone will pay for this!,anger,0,0,1,0,0
1750,Mad as hell! This is infuriating!,anger,0,0,1,0,0
1751,Yay! Finally got what I wanted! So excited!,joy,1,0,0,0,0
1752,I'm scared and worried about this 😰,fear,0,0,0,1,0
1753,Depressed and unmotivated. Can't go on.,sadness,0,1,0,0,0
1754,Wow! I didn't expect this at all! 😲,surprise,0,0,0,0,1
1755,Overjoyed! Dreams coming true!,joy,1,0,0,0,0
1756,Flabbergasted! Speechless!,surprise,0,0,0,0,1
1757,Celebrating success! Best feeling ever!,joy,1,0,0,0,0
1758,Tears flowing freely. Heart is heavy.,sadness,0,1,0,0,0
1759,Bewildered! How did this happen?!,surprise,0,0,0,0,1
1760,Panic setting in. Heart racing!,fear,0,0,0,1,0
1761,This makes my blood boil! Unacceptable!,anger,0,0,1,0,0
1762,OMG! This is unbelievable! So surprised!,surprise,0,0,0,0,1
1763,Paranoid thoughts. Everything seems threatening!,fear,0,0,0,1,0
1764,Miserable and dejected. Need comfort.,sadness,0,1,0,0,0
1765,This is terrifying. I don't know what to do.,fear,0,0,0,1,0
1766,I'm really sad about this. Feeling down 😢,sadness,0,1,0,0,0
1767,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
1768,Wow! I didn't expect this at all! 😲,surprise,0,0,0,0,1
1769,Wow! I didn't expect this at all! 😲,surprise,0,0,0,0,1
1770,Celebrating success! Best feeling ever!,joy,1,0,0,0,0
1771,Lost something precious. So painful.,sadness,0,1,0,0,0
1772,Panic setting in. Heart racing!,fear,0,0,0,1,0
1773,Startled! That came out of nowhere!,surprise,0,0,0,0,1
1774,Alarmed by recent events. Stay safe!,fear,0,0,0,1,0
1775,Disappointed and upset. This hurts so much.,sadness,0,1,0,0,0
1776,Celebrating success! Best feeling ever!,joy,1,0,0,0,0
1777,Amazed! What a twist!,surprise,0,0,0,0,1
1778,Mad as hell! This is infuriating!,anger,0,0,1,0,0
1779,Paranoid thoughts. Everything seems threatening!,fear,0,0,0,1,0
1780,Panic setting in. Heart racing!,fear,0,0,0,1,0
1781,Celebrating success! Best feeling ever!,joy,1,0,0,0,0
1782,Stunned! This is mind-blowing!,surprise,0,0,0,0,1
1783,Furious! How dare they treat me like this!,anger,0,0,1,0,0
1784,Terrified! This is my worst nightmare!,fear,0,0,0,1,0
1785,OMG! This is unbelievable! So surprised!,surprise,0,0,0,0,1
1786,Frightened and vulnerable. Need protection!,fear,0,0,0,1,0
1787,Terrified! This is my worst nightmare!,fear,0,0,0,1,0
1788,I'm really sad about this. Feeling down 😢,sadness,0,1,0,0,0
1789,What?! This is shocking! Can't believe it!,surprise,0,0,0,0,1
1790,Miserable and dejected. Need comfort.,sadness,0,1,0,0,0
1791,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
1792,Grief and sorrow overwhelming me.,sadness,0,1,0,0,0
1793,This is terrifying. I don't know what to do.,fear,0,0,0,1,0
1794,Grief and sorrow overwhelming me.,sadness,0,1,0,0,0
1795,Depressed and unmotivated. Can't go on.,sadness,0,1,0,0,0
1796,Livid! Can't believe this happened!,anger,0,0,1,0,0
1797,Amazed! What a twist!,surprise,0,0,0,0,1
1798,Feeling anxious and fearful about the future.,fear,0,0,0,1,0
1799,Feeling anxious and fearful about the future.,fear,0,0,0,1,0
1800,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
1801,Stunned! This is mind-blowing!,surprise,0,0,0,0,1
1802,Startled! That came out of nowhere!,surprise,0,0,0,0,1
1803,Outraged by this injustice! Not tolerating it!,anger,0,0,1,0,0
1804,Feeling blue today. Everything seems grey.,sadness,0,1,0,0,0
1805,Melancholic mood. Nothing helps.,sadness,0,1,0,0,0
1806,Celebrating success! Best feeling ever!,joy,1,0,0,0,0
1807,Startled! That came out of nowhere!,surprise,0,0,0,0,1
1808,Hostile and aggressive! Fed up!,anger,0,0,1,0,0
1809,What?! This is shocking! Can't believe it!,surprise,0,0,0,0,1
1810,Disappointed and upset. This hurts so much.,sadness,0,1,0,0,0
1811,Furious! How dare they treat me like this!,anger,0,0,1,0,0
1812,Flabbergasted! Speechless!,surprise,0,0,0,0,1
1813,Amazed! What a twist!,surprise,0,0,0,0,1
1814,Lost something precious. So painful.,sadness,0,1,0,0,0
1815,Panic setting in. Heart racing!,fear,0,0,0,1,0
1816,Melancholic mood. Nothing helps.,sadness,0,1,0,0,0
1817,Panic setting in. Heart racing!,fear,0,0,0,1,0
1818,Paranoid thoughts. Everything seems threatening!,fear,0,0,0,1,0
1819,Terrified! This is my worst nightmare!,fear,0,0,0,1,0
1820,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
1821,Terrified! This is my worst nightmare!,fear,0,0,0,1,0
1822,Bewildered! How did this happen?!,surprise,0,0,0,0,1
1823,I'm really sad about this. Feeling down 😢,sadness,0,1,0,0,0
1824,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
1825,I'm scared and worried about this 😰,fear,0,0,0,1,0
1826,I'm scared and worried about this 😰,fear,0,0,0,1,0
1827,Hostile and aggressive! Fed up!,anger,0,0,1,0,0
1828,Dread filling my mind. Can't sleep!,fear,0,0,0,1,0
1829,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
1830,Content and peaceful! Life is wonderful!,joy,1,0,0,0,0
1831,Seething with rage! Lost my temper!,anger,0,0,1,0,0
1832,Seething with rage! Lost my temper!,anger,0,0,1,0,0
1833,Wow! I didn't expect this at all! 😲,surprise,0,0,0,0,1
1834,Hostile and aggressive! Fed up!,anger,0,0,1,0,0
1835,Disappointed and upset. This hurts so much.,sadness,0,1,0,0,0
1836,Feeling anxious and fearful about the future.,fear,0,0,0,1,0
1837,Cheerful and optimistic! Great vibes!,joy,1,0,0,0,0
1838,Depressed and unmotivated. Can't go on.,sadness,0,1,0,0,0
1839,Feeling euphoric! Amazing news!,joy,1,0,0,0,0
1840,I'm really sad about this. Feeling down 😢,sadness,0,1,0,0,0
1841,Outraged by this injustice! Not tolerating it!,anger,0,0,1,0,0
1842,Bewildered! How did this happen?!,surprise,0,0,0,0,1
1843,Bewildered! How did this happen?!,surprise,0,0,0,0,1
1844,Bewildered! How did this happen?!,surprise,0,0,0,0,1
1845,I'm really sad about this. Feeling down 😢,sadness,0,1,0,0,0
1846,Mad as hell! This is infuriating!,anger,0,0,1,0,0
1847,Enraged! Someone will pay for this!,anger,0,0,1,0,0
1848,Mad as hell! This is infuriating!,anger,0,0,1,0,0
1849,Cheerful and optimistic! Great vibes!,joy,1,0,0,0,0
1850,Delighted with the results! So pleased!,joy,1,0,0,0,0
1851,Disappointed and upset. This hurts so much.,sadness,0,1,0,0,0
1852,Cheerful and optimistic! Great vibes!,joy,1,0,0,0,0
1853,Irritated beyond words! So frustrating!,anger,0,0,1,0,0
1854,Livid! Can't believe this happened!,anger,0,0,1,0,0
1855,Celebrating success! Best feeling ever!,joy,1,0,0,0,0
1856,Seething with rage! Lost my temper!,anger,0,0,1,0,0
1857,Dread filling my mind. Can't sleep!,fear,0,0,0,1,0
1858,Celebrating success! Best feeling ever!,joy,1,0,0,0,0
1859,Seething with rage! Lost my temper!,anger,0,0,1,0,0
1860,Amazed! What a twist!,surprise,0,0,0,0,1
1861,Paranoid thoughts. Everything seems threatening!,fear,0,0,0,1,0
1862,Frightened and vulnerable. Need protection!,fear,0,0,0,1,0
1863,I'm scared and worried about this 😰,fear,0,0,0,1,0
1864,I'm really sad about this. Feeling down 😢,sadness,0,1,0,0,0
1865,I'm scared and worried about this 😰,fear,0,0,0,1,0
1866,Furious! How dare they treat me like this!,anger,0,0,1,0,0
1867,Panic setting in. Heart racing!,fear,0,0,0,1,0
1868,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
1869,Dread filling my mind. Can't sleep!,fear,0,0,0,1,0
1870,Astonished! Never saw that coming!,surprise,0,0,0,0,1
1871,Paranoid thoughts. Everything seems threatening!,fear,0,0,0,1,0
1872,I'm really sad about this. Feeling down 😢,sadness,0,1,0,0,0
1873,Irritated beyond words! So frustrating!,anger,0,0,1,0,0
1874,Content and peaceful! Life is wonderful!,joy,1,0,0,0,0
1875,OMG! This is unbelievable! So surprised!,surprise,0,0,0,0,1
1876,Mad as hell! This is infuriating!,anger,0,0,1,0,0
1877,Livid! Can't believe this happened!,anger,0,0,1,0,0
1878,Lost something precious. So painful.,sadness,0,1,0,0,0
1879,Bewildered! How did this happen?!,surprise,0,0,0,0,1
1880,Lost something precious. So painful.,sadness,0,1,0,0,0
1881,Overjoyed! Dreams coming true!,joy,1,0,0,0,0
1882,What?! This is shocking! Can't believe it!,surprise,0,0,0,0,1
1883,Tears flowing freely. Heart is heavy.,sadness,0,1,0,0,0
1884,Overjoyed! Dreams coming true!,joy,1,0,0,0,0
1885,I'm really sad about this. Feeling down 😢,sadness,0,1,0,0,0
1886,What?! This is shocking! Can't believe it!,surprise,0,0,0,0,1
1887,Irritated beyond words! So frustrating!,anger,0,0,1,0,0
1888,Astonished! Never saw that coming!,surprise,0,0,0,0,1
1889,I'm so happy! This made my day! 😄,joy,1,0,0,0,0
1890,I'm scared and worried about this 😰,fear,0,0,0,1,0
1891,Lost something precious. So painful.,sadness,0,1,0,0,0
1892,Content and peaceful! Life is wonderful!,joy,1,0,0,0,0
1893,Irritated beyond words! So frustrating!,anger,0,0,1,0,0
1894,Melancholic mood. Nothing helps.,sadness,0,1,0,0,0
1895,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
1896,Alarmed by recent events. Stay safe!,fear,0,0,0,1,0
1897,Amazed! What a twist!,surprise,0,0,0,0,1
1898,Feeling anxious and fearful about the future.,fear,0,0,0,1,0
1899,Astonished! Never saw that coming!,surprise,0,0,0,0,1
1900,This makes my blood boil! Unacceptable!,anger,0,0,1,0,0
1901,Outraged by this injustice! Not tolerating it!,anger,0,0,1,0,0
1902,Melancholic mood. Nothing helps.,sadness,0,1,0,0,0
1903,Mad as hell! This is infuriating!,anger,0,0,1,0,0
1904,Irritated beyond words! So frustrating!,anger,0,0,1,0,0
1905,Content and peaceful! Life is wonderful!,joy,1,0,0,0,0
1906,Grief and sorrow overwhelming me.,sadness,0,1,0,0,0
1907,Frightened and vulnerable. Need protection!,fear,0,0,0,1,0
1908,I'm scared and worried about this 😰,fear,0,0,0,1,0
1909,Feeling blue today. Everything seems grey.,sadness,0,1,0,0,0
1910,I'm so happy! This made my day! 😄,joy,1,0,0,0,0
1911,Flabbergasted! Speechless!,surprise,0,0,0,0,1
1912,Flabbergasted! Speechless!,surprise,0,0,0,0,1
1913,Delighted with the results! So pleased!,joy,1,0,0,0,0
1914,Outraged by this injustice! Not tolerating it!,anger,0,0,1,0,0
1915,Melancholic mood. Nothing helps.,sadness,0,1,0,0,0
1916,Startled! That came out of nowhere!,surprise,0,0,0,0,1
1917,Afraid of what might happen. So nervous!,fear,0,0,0,1,0
1918,Startled! That came out of nowhere!,surprise,0,0,0,0,1
1919,Paranoid thoughts. Everything seems threatening!,fear,0,0,0,1,0
1920,OMG! This is unbelievable! So surprised!,surprise,0,0,0,0,1
1921,Mad as hell! This is infuriating!,anger,0,0,1,0,0
1922,Celebrating success! Best feeling ever!,joy,1,0,0,0,0
1923,Feeling anxious and fearful about the future.,fear,0,0,0,1,0
1924,Content and peaceful! Life is wonderful!,joy,1,0,0,0,0
1925,Enraged! Someone will pay for this!,anger,0,0,1,0,0
1926,Outraged by this injustice! Not tolerating it!,anger,0,0,1,0,0
1927,Yay! Finally got what I wanted! So excited!,joy,1,0,0,0,0
1928,Terrified! This is my worst nightmare!,fear,0,0,0,1,0
1929,Furious! How dare they treat me like this!,anger,0,0,1,0,0
1930,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
1931,Overjoyed! Dreams coming true!,joy,1,0,0,0,0
1932,Miserable and dejected. Need comfort.,sadness,0,1,0,0,0
1933,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
1934,Astonished! Never saw that coming!,surprise,0,0,0,0,1
1935,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
1936,This is terrifying. I don't know what to do.,fear,0,0,0,1,0
1937,I'm really sad about this. Feeling down 😢,sadness,0,1,0,0,0
1938,Outraged by this injustice! Not tolerating it!,anger,0,0,1,0,0
1939,Furious! How dare they treat me like this!,anger,0,0,1,0,0
1940,Depressed and unmotivated. Can't go on.,sadness,0,1,0,0,0
1941,I'm scared and worried about this 😰,fear,0,0,0,1,0
1942,Feeling blue today. Everything seems grey.,sadness,0,1,0,0,0
1943,Terrified! This is my worst nightmare!,fear,0,0,0,1,0
1944,Amazed! What a twist!,surprise,0,0,0,0,1
1945,Content and peaceful! Life is wonderful!,joy,1,0,0,0,0
1946,Feeling blue today. Everything seems grey.,sadness,0,1,0,0,0
1947,Grief and sorrow overwhelming me.,sadness,0,1,0,0,0
1948,Grief and sorrow overwhelming me.,sadness,0,1,0,0,0
1949,Hostile and aggressive! Fed up!,anger,0,0,1,0,0
1950,I'm so happy! This made my day! 😄,joy,1,0,0,0,0
1951,Astonished! Never saw that coming!,surprise,0,0,0,0,1
1952,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
1953,Miserable and dejected. Need comfort.,sadness,0,1,0,0,0
1954,Hostile and aggressive! Fed up!,anger,0,0,1,0,0
1955,Content and peaceful! Life is wonderful!,joy,1,0,0,0,0
1956,Paranoid thoughts. Everything seems threatening!,fear,0,0,0,1,0
1957,Melancholic mood. Nothing helps.,sadness,0,1,0,0,0
1958,Grief and sorrow overwhelming me.,sadness,0,1,0,0,0
1959,Lost something precious. So painful.,sadness,0,1,0,0,0
1960,Dread filling my mind. Can't sleep!,fear,0,0,0,1,0
1961,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
1962,This makes my blood boil! Unacceptable!,anger,0,0,1,0,0
1963,Furious! How dare they treat me like this!,anger,0,0,1,0,0
1964,Astonished! Never saw that coming!,surprise,0,0,0,0,1
1965,I'm really sad about this. Feeling down 😢,sadness,0,1,0,0,0
1966,Overjoyed! Dreams coming true!,joy,1,0,0,0,0
1967,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
1968,Livid! Can't believe this happened!,anger,0,0,1,0,0
1969,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
1970,Feeling euphoric! Amazing news!,joy,1,0,0,0,0
1971,Irritated beyond words! So frustrating!,anger,0,0,1,0,0
1972,Seething with rage! Lost my temper!,anger,0,0,1,0,0
1973,Panic setting in. Heart racing!,fear,0,0,0,1,0
1974,Miserable and dejected. Need comfort.,sadness,0,1,0,0,0
1975,Livid! Can't believe this happened!,anger,0,0,1,0,0
1976,Astonished! Never saw that coming!,surprise,0,0,0,0,1
1977,Outraged by this injustice! Not tolerating it!,anger,0,0,1,0,0
1978,Alarmed by recent events. Stay safe!,fear,0,0,0,1,0
1979,Celebrating success! Best feeling ever!,joy,1,0,0,0,0
1980,Celebrating success! Best feeling ever!,joy,1,0,0,0,0
1981,Outraged by this injustice! Not tolerating it!,anger,0,0,1,0,0
1982,Amazed! What a twist!,surprise,0,0,0,0,1
1983,Feeling anxious and fearful about the future.,fear,0,0,0,1,0
1984,Cheerful and optimistic! Great vibes!,joy,1,0,0,0,0
1985,Disappointed and upset. This hurts so much.,sadness,0,1,0,0,0
1986,This makes my blood boil! Unacceptable!,anger,0,0,1,0,0
1987,Flabbergasted! Speechless!,surprise,0,0,0,0,1
1988,Paranoid thoughts. Everything seems threatening!,fear,0,0,0,1,0
1989,Content and peaceful! Life is wonderful!,joy,1,0,0,0,0
1990,OMG! This is unbelievable! So surprised!,surprise,0,0,0,0,1
1991,I'm so angry right now! This is ridiculous! 😡,anger,0,0,1,0,0
1992,I'm scared and worried about this 😰,fear,0,0,0,1,0
1993,Lost something precious. So painful.,sadness,0,1,0,0,0
1994,Content and peaceful! Life is wonderful!,joy,1,0,0,0,0
1995,Delighted with the results! So pleased!,joy,1,0,0,0,0
1996,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
1997,Alarmed by recent events. Stay safe!,fear,0,0,0,1,0
1998,Outraged by this injustice! Not tolerating it!,anger,0,0,1,0,0
1999,This is terrifying. I don't know what to do.,fear,0,0,0,1,0
2000,Lost something precious. So painful.,sadness,0,1,0,0,0
2001,This is terrifying. I don't know what to do.,fear,0,0,0,1,0
2002,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
2003,Flabbergasted! Speechless!,surprise,0,0,0,0,1
2004,I'm scared and worried about this 😰,fear,0,0,0,1,0
2005,This makes my blood boil! Unacceptable!,anger,0,0,1,0,0
2006,Afraid of what might happen. So nervous!,fear,0,0,0,1,0
2007,I'm scared and worried about this 😰,fear,0,0,0,1,0
2008,Paranoid thoughts. Everything seems threatening!,fear,0,0,0,1,0
2009,This is terrifying. I don't know what to do.,fear,0,0,0,1,0
2010,Delighted with the results! So pleased!,joy,1,0,0,0,0
2011,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
2012,Cheerful and optimistic! Great vibes!,joy,1,0,0,0,0
2013,Panic setting in. Heart racing!,fear,0,0,0,1,0
2014,Lost something precious. So painful.,sadness,0,1,0,0,0
2015,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
2016,Tears flowing freely. Heart is heavy.,sadness,0,1,0,0,0
2017,Depressed and unmotivated. Can't go on.,sadness,0,1,0,0,0
2018,I'm so angry right now! This is ridiculous! 😡,anger,0,0,1,0,0
2019,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
2020,Overjoyed! Dreams coming true!,joy,1,0,0,0,0
2021,Feeling anxious and fearful about the future.,fear,0,0,0,1,0
2022,This makes my blood boil! Unacceptable!,anger,0,0,1,0,0
2023,Seething with rage! Lost my temper!,anger,0,0,1,0,0
2024,I'm so angry right now! This is ridiculous! 😡,anger,0,0,1,0,0
2025,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
2026,Feeling anxious and fearful about the future.,fear,0,0,0,1,0
2027,Stunned! This is mind-blowing!,surprise,0,0,0,0,1
2028,Wow! I didn't expect this at all! 😲,surprise,0,0,0,0,1
2029,Feeling blue today. Everything seems grey.,sadness,0,1,0,0,0
2030,Cheerful and optimistic! Great vibes!,joy,1,0,0,0,0
2031,Afraid of what might happen. So nervous!,fear,0,0,0,1,0
2032,Hostile and aggressive! Fed up!,anger,0,0,1,0,0
2033,Wow! I didn't expect this at all! 😲,surprise,0,0,0,0,1
2034,Frightened and vulnerable. Need protection!,fear,0,0,0,1,0
2035,Bewildered! How did this happen?!,surprise,0,0,0,0,1
2036,Astonished! Never saw that coming!,surprise,0,0,0,0,1
2037,Disappointed and upset. This hurts so much.,sadness,0,1,0,0,0
2038,Miserable and dejected. Need comfort.,sadness,0,1,0,0,0
2039,Afraid of what might happen. So nervous!,fear,0,0,0,1,0
2040,Disappointed and upset. This hurts so much.,sadness,0,1,0,0,0
2041,Irritated beyond words! So frustrating!,anger,0,0,1,0,0
2042,Startled! That came out of nowhere!,surprise,0,0,0,0,1
2043,Furious! How dare they treat me like this!,anger,0,0,1,0,0
2044,Outraged by this injustice! Not tolerating it!,anger,0,0,1,0,0
2045,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
2046,OMG! This is unbelievable! So surprised!,surprise,0,0,0,0,1
2047,Depressed and unmotivated. Can't go on.,sadness,0,1,0,0,0
2048,Grief and sorrow overwhelming me.,sadness,0,1,0,0,0
2049,Wow! I didn't expect this at all! 😲,surprise,0,0,0,0,1
2050,Stunned! This is mind-blowing!,surprise,0,0,0,0,1
2051,Amazed! What a twist!,surprise,0,0,0,0,1
2052,Mad as hell! This is infuriating!,anger,0,0,1,0,0
2053,Disappointed and upset. This hurts so much.,sadness,0,1,0,0,0
2054,Terrified! This is my worst nightmare!,fear,0,0,0,1,0
2055,Wow! I didn't expect this at all! 😲,surprise,0,0,0,0,1
2056,Feeling blue today. Everything seems grey.,sadness,0,1,0,0,0
2057,Irritated beyond words! So frustrating!,anger,0,0,1,0,0
2058,Miserable and dejected. Need comfort.,sadness,0,1,0,0,0
2059,Feeling euphoric! Amazing news!,joy,1,0,0,0,0
2060,Stunned! This is mind-blowing!,surprise,0,0,0,0,1
2061,This makes my blood boil! Unacceptable!,anger,0,0,1,0,0
2062,Enraged! Someone will pay for this!,anger,0,0,1,0,0
2063,Feeling blue today. Everything seems grey.,sadness,0,1,0,0,0
2064,Enraged! Someone will pay for this!,anger,0,0,1,0,0
2065,Alarmed by recent events. Stay safe!,fear,0,0,0,1,0
2066,Amazed! What a twist!,surprise,0,0,0,0,1
2067,OMG! This is unbelievable! So surprised!,surprise,0,0,0,0,1
2068,I'm scared and worried about this 😰,fear,0,0,0,1,0
2069,Frightened and vulnerable. Need protection!,fear,0,0,0,1,0
2070,Startled! That came out of nowhere!,surprise,0,0,0,0,1
2071,Miserable and dejected. Need comfort.,sadness,0,1,0,0,0
2072,Wow! I didn't expect this at all! 😲,surprise,0,0,0,0,1
2073,Depressed and unmotivated. Can't go on.,sadness,0,1,0,0,0
2074,Hostile and aggressive! Fed up!,anger,0,0,1,0,0
2075,I'm really sad about this. Feeling down 😢,sadness,0,1,0,0,0
2076,This makes my blood boil! Unacceptable!,anger,0,0,1,0,0
2077,Panic setting in. Heart racing!,fear,0,0,0,1,0
2078,Lost something precious. So painful.,sadness,0,1,0,0,0
2079,Celebrating success! Best feeling ever!,joy,1,0,0,0,0
2080,Furious! How dare they treat me like this!,anger,0,0,1,0,0
2081,Frightened and vulnerable. Need protection!,fear,0,0,0,1,0
2082,Wow! I didn't expect this at all! 😲,surprise,0,0,0,0,1
2083,Flabbergasted! Speechless!,surprise,0,0,0,0,1
2084,Startled! That came out of nowhere!,surprise,0,0,0,0,1
2085,Delighted with the results! So pleased!,joy,1,0,0,0,0
2086,This is terrifying. I don't know what to do.,fear,0,0,0,1,0
2087,Furious! How dare they treat me like this!,anger,0,0,1,0,0
2088,Tears flowing freely. Heart is heavy.,sadness,0,1,0,0,0
2089,Seething with rage! Lost my temper!,anger,0,0,1,0,0
2090,Seething with rage! Lost my temper!,anger,0,0,1,0,0
2091,OMG! This is unbelievable! So surprised!,surprise,0,0,0,0,1
2092,Feeling anxious and fearful about the future.,fear,0,0,0,1,0
2093,Livid! Can't believe this happened!,anger,0,0,1,0,0
2094,Delighted with the results! So pleased!,joy,1,0,0,0,0
2095,Content and peaceful! Life is wonderful!,joy,1,0,0,0,0
2096,Enraged! Someone will pay for this!,anger,0,0,1,0,0
2097,Seething with rage! Lost my temper!,anger,0,0,1,0,0
2098,Furious! How dare they treat me like this!,anger,0,0,1,0,0
2099,Irritated beyond words! So frustrating!,anger,0,0,1,0,0
2100,Melancholic mood. Nothing helps.,sadness,0,1,0,0,0
2101,Afraid of what might happen. So nervous!,fear,0,0,0,1,0
2102,Feeling blue today. Everything seems grey.,sadness,0,1,0,0,0
2103,Startled! That came out of nowhere!,surprise,0,0,0,0,1
2104,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
2105,I'm scared and worried about this 😰,fear,0,0,0,1,0
2106,Feeling euphoric! Amazing news!,joy,1,0,0,0,0
2107,Amazed! What a twist!,surprise,0,0,0,0,1
2108,Seething with rage! Lost my temper!,anger,0,0,1,0,0
2109,Astonished! Never saw that coming!,surprise,0,0,0,0,1
2110,Enraged! Someone will pay for this!,anger,0,0,1,0,0
2111,Cheerful and optimistic! Great vibes!,joy,1,0,0,0,0
2112,Delighted with the results! So pleased!,joy,1,0,0,0,0
2113,Feeling euphoric! Amazing news!,joy,1,0,0,0,0
2114,Panic setting in. Heart racing!,fear,0,0,0,1,0
2115,I'm so happy! This made my day! 😄,joy,1,0,0,0,0
2116,Dread filling my mind. Can't sleep!,fear,0,0,0,1,0
2117,Alarmed by recent events. Stay safe!,fear,0,0,0,1,0
2118,Delighted with the results! So pleased!,joy,1,0,0,0,0
2119,Grief and sorrow overwhelming me.,sadness,0,1,0,0,0
2120,What?! This is shocking! Can't believe it!,surprise,0,0,0,0,1
2121,Hostile and aggressive! Fed up!,anger,0,0,1,0,0
2122,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
2123,I'm so happy! This made my day! 😄,joy,1,0,0,0,0
2124,I'm so happy! This made my day! 😄,joy,1,0,0,0,0
2125,This is heartbreaking. Can't stop crying.,sadness,0,1,0,0,0
2126,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
2127,Hostile and aggressive! Fed up!,anger,0,0,1,0,0
2128,Flabbergasted! Speechless!,surprise,0,0,0,0,1
2129,Miserable and dejected. Need comfort.,sadness,0,1,0,0,0
2130,Celebrating success! Best feeling ever!,joy,1,0,0,0,0
2131,Terrified! This is my worst nightmare!,fear,0,0,0,1,0
2132,Overjoyed! Dreams coming true!,joy,1,0,0,0,0
2133,This makes my blood boil! Unacceptable!,anger,0,0,1,0,0
2134,Melancholic mood. Nothing helps.,sadness,0,1,0,0,0
2135,I'm really sad about this. Feeling down 😢,sadness,0,1,0,0,0
2136,Astonished! Never saw that coming!,surprise,0,0,0,0,1
2137,I'm really sad about this. Feeling down 😢,sadness,0,1,0,0,0
2138,Lost something precious. So painful.,sadness,0,1,0,0,0
2139,Feeling joyful and blessed! Life is good!,joy,1,0,0,0,0
2140,Celebrating success! Best feeling ever!,joy,1,0,0,0,0
2141,OMG! This is unbelievable! So surprised!,surprise,0,0,0,0,1
2142,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
2143,Overjoyed! Dreams coming true!,joy,1,0,0,0,0
2144,Feeling anxious and fearful about the future.,fear,0,0,0,1,0
2145,Flabbergasted! Speechless!,surprise,0,0,0,0,1
2146,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
2147,Amazed! What a twist!,surprise,0,0,0,0,1
2148,Alarmed by recent events. Stay safe!,fear,0,0,0,1,0
2149,Feeling anxious and fearful about the future.,fear,0,0,0,1,0
2150,Caught off guard! Totally unexpected!,surprise,0,0,0,0,1
2151,Alarmed by recent events. Stay safe!,fear,0,0,0,1,0
2152,Stunned! This is mind-blowing!,surprise,0,0,0,0,1
2153,I'm so happy! This made my day! 😄,joy,1,0,0,0,0
2154,Irritated beyond words! So frustrating!,anger,0,0,1,0,0
2155,Astonished! Never saw that coming!,surprise,0,0,0,0,1
2156,I'm scared and worried about this 😰,fear,0,0,0,1,0
2157,Furious! How dare they treat me like this!,anger,0,0,1,0,0
2158,Irritated beyond words! So frustrating!,anger,0,0,1,0,0
2159,Stunned! This is mind-blowing!,surprise,0,0,0,0,1
2160,Dread filling my mind. Can't sleep!,fear,0,0,0,1,0
2161,Pure happiness! Can't stop smiling!,joy,1,0,0,0,0
2162,I'm really sad about this. Feeling down 😢,sadness,0,1,0,0,0
2163,Content and peaceful! Life is wonderful!,joy,1,0,0,0,0
2164,Afraid of what might happen. So nervous!,fear,0,0,0,1,0
2165,Flabbergasted! Speechless!,surprise,0,0,0,0,1
2166,I'm scared and worried about this 😰,fear,0,0,0,1,0
2167,Flabbergasted! Speechless!,surprise,0,0,0,0,1
2168,Tears flowing freely. Heart is heavy.,sadness,0,1,0,0,0
2169,Delighted with the results! So pleased!,joy,1,0,0,0,0
2170,Livid! Can't believe this happened!,anger,0,0,1,0,0
